molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class
CHEMBL5199219,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccoc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,moderate activity
CHEMBL5185152,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,moderate activity
CHEMBL5206326,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccncc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.82,moderate activity
CHEMBL5179883,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.19,moderate activity
CHEMBL5197105,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.25,moderate activity
CHEMBL5189683,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.71,moderate activity
CHEMBL5192273,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.83,moderate activity
CHEMBL5182755,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.85,low activity
CHEMBL5173399,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCOCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.54,moderate activity
CHEMBL1997422,Nc1nonc1-c1nc2ccccc2n1CC(=O)N/N=C/c1ccc(-c2cccc(C(=O)O)c2)o1,4.67,low activity
CHEMBL5199064,Cc1cc([N+](=O)[O-])c(-c2ccc(/C=N/NC(=O)c3nonc3N)o2)cc1Cl,4.60,low activity
CHEMBL5170994,Cc1cc(-c2ccc(/C=N/NC(=O)Cn3nnnc3N)o2)c([N+](=O)[O-])cc1C,4.76,low activity
CHEMBL5175377,Cc1c(NC(=S)N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n(-c2ccccc2)n1C,4.97,low activity
CHEMBL1992382,NC(=S)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,5.09,low activity
CHEMBL1994837,NC(=S)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,5.01,low activity
CHEMBL5206721,NC(=S)N/N=C/c1ccc(-c2cccc(C(=O)O)c2)o1,4.96,low activity
CHEMBL5186313,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,4.76,low activity
CHEMBL5203288,NC(=S)N/N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1,5.04,low activity
CHEMBL5203660,N#Cc1cc(-c2ccc(/C=N/NC(N)=S)o2)ccc1O,5.38,low activity
CHEMBL5193704,COc1ccc(-c2ccc(/C=N/NC(N)=S)o2)cc1OC,5.24,low activity
CHEMBL5187551,NC(=S)N/N=C/c1ccc(-c2ccncc2)o1,5.15,low activity
CHEMBL5180925,NC(=S)N/N=C/c1ccc(-c2ccc(F)nc2)o1,5.06,low activity
CHEMBL5195265,NC(=S)N/N=C/c1ccc(-c2ccc3cccnc3c2)o1,4.98,low activity
CHEMBL5180049,NC(=S)N/N=C/c1ccc(-c2cnc3ccccc3c2)o1,4.99,low activity
CHEMBL5198323,NC(=S)N/N=C/c1ccc(Cc2ccccc2)o1,5.81,low activity
CHEMBL5181942,NC(=O)c1ccc(-c2ccc(/C=N/NC(N)=S)o2)cc1,5.40,low activity
CHEMBL5198114,NC(=S)N/N=C/c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,5.27,low activity
CHEMBL1965444,NC(=S)N/N=C/c1ccc(-c2ccccc2)o1,5.39,low activity
CHEMBL5181310,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2F)o1,5.09,low activity
CHEMBL5174417,Cc1cc(C(=O)O)ccc1-c1ccc(/C=N/NC(N)=S)o1,5.33,low activity
CHEMBL5195352,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)c(O)c2)o1,5.80,low activity
CHEMBL5187397,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1,4.49,low activity
CHEMBL5172901,NC(=S)N/N=C/c1ccc(-c2cccc(C(=O)O)c2Cl)o1,4.39,low activity
CHEMBL5174488,NC(=S)N/N=C/c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,4.59,low activity
CHEMBL5171994,NC(=S)N/N=C/c1ccc(-c2cc(C(=O)O)ccc2Cl)o1,5.00,low activity
CHEMBL5202218,NC(=S)N/N=C/c1cc(-c2ccc(C(=O)O)cc2)co1,4.61,low activity
CHEMBL5171422,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2)s1,5.24,low activity
CHEMBL5197257,NC(=S)N/N=C/c1cccc(-c2ccc(C(=O)O)cc2)c1,5.26,low activity
CHEMBL5196018,CC(C)(C)OC(=O)Nc1cccn(C(=O)N[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.17,moderate activity
CHEMBL5195325,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(OC(F)(F)F)cc3)C[C@@H]21,7.82,moderate activity
CHEMBL1908391,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,5.60,low activity
CHEMBL5199404,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NCCC1CCNC1=O)C2(C)C,4.0,no activity
CHEMBL5173582,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,8.00,high activity
CHEMBL5207993,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)C2(C)C,4.0,no activity
CHEMBL5178853,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(N)=O)C2(C)C,4.0,no activity
CHEMBL5182995,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)C2(C)C,8.10,high activity
CHEMBL5208243,COC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,4.0,no activity
CHEMBL5173858,CCOC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,7.36,moderate activity
CHEMBL5183165,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C,7.72,moderate activity
CHEMBL5174632,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COCc1ccccc1)C2(C)C,7.57,moderate activity
CHEMBL5185801,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3ccccc3s1)C2(C)C,7.57,moderate activity
CHEMBL517080,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,6.27,moderate activity
CHEMBL516703,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1,5.75,low activity
CHEMBL5198897,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cc(Cl)cc(Cl)c1,6.72,moderate activity
CHEMBL1703831,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1,6.72,moderate activity
CHEMBL5176190,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCCC1,6.80,moderate activity
CHEMBL5172482,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCC1,6.40,moderate activity
CHEMBL5207227,CCNC(=O)Cn1sc2cc(F)ccc2c1=O,6.42,moderate activity
CHEMBL5188739,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1Cl,6.72,moderate activity
CHEMBL5176486,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(Cl)c1,6.85,moderate activity
CHEMBL5178149,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(Cl)cc1,6.82,moderate activity
CHEMBL5170578,COc1ccccc1NC(=O)Cn1sc2cc(F)ccc2c1=O,6.75,moderate activity
CHEMBL5201817,COc1cccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)c1,6.82,moderate activity
CHEMBL5177648,COc1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,6.52,moderate activity
CHEMBL5200414,COc1cc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc(OC)c1,6.92,moderate activity
CHEMBL5175672,CC(C)(C)c1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,6.51,moderate activity
CHEMBL5177146,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1C(F)(F)F,6.47,moderate activity
CHEMBL5204604,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(C(F)(F)F)c1,6.60,moderate activity
CHEMBL5191265,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(C(F)(F)F)cc1,6.68,moderate activity
CHEMBL1532997,O=c1[nH]sc2cc(F)ccc12,5.64,low activity
CHEMBL5183334,CC(C)(C)OC(=O)Cn1sc2cc(F)ccc2c1=O,6.66,moderate activity
CHEMBL5170392,O=C(O)Cn1sc2cc(F)ccc2c1=O,5.80,low activity
CHEMBL5173090,O=C(Cn1sc2cc(F)ccc2c1=O)NCc1ccccc1,6.64,moderate activity
CHEMBL5204705,O=C(Cn1sc2cc(F)ccc2c1=O)NCCc1ccccc1,6.41,moderate activity
CHEMBL5190812,O=C(Nc1ccccc1)n1sc2cc(F)ccc2c1=O,6.17,moderate activity
CHEMBL5198660,CC(=O)NCn1sc2cc(F)ccc2c1=O,6.60,moderate activity
CHEMBL5198161,O=c1c2ccc(F)cc2sn1CCCc1ccccc1,6.27,moderate activity
CHEMBL5203695,O=C(Cn1oc2cc(F)ccc2c1=O)Nc1ccccc1,4.0,no activity
CHEMBL5171423,O=C(Cn1[nH]c2cc(F)ccc2c1=O)Nc1ccccc1,4.0,no activity
CHEMBL5188498,O=C(Cn1c(=O)c2ccc(F)cc2[s+]1[O-])Nc1ccccc1,4.0,no activity
CHEMBL5174872,O=C(CN1C(=O)c2ccc(F)cc2S1(=O)=O)Nc1ccccc1,4.0,no activity
CHEMBL1709906,O=C(Cn1sc2ccccc2c1=O)Nc1ccccc1,6.78,moderate activity
CHEMBL5189273,O=C(Cn1sc2cccc(F)c2c1=O)Nc1ccccc1,6.93,moderate activity
CHEMBL5182841,O=C(Cn1sc2ccc(F)cc2c1=O)Nc1ccccc1,6.54,moderate activity
CHEMBL5201634,O=C(Cn1sc2c(F)cccc2c1=O)Nc1ccccc1,6.48,moderate activity
CHEMBL5199130,COc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,6.48,moderate activity
CHEMBL5186395,COc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.82,moderate activity
CHEMBL5188666,COc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.54,moderate activity
CHEMBL5205650,COc1cccc2c(=O)n(CC(=O)Nc3ccccc3)sc12,4.0,no activity
CHEMBL5182008,O=C(Cn1sc2cccc(C(F)(F)F)c2c1=O)Nc1ccccc1,6.65,moderate activity
CHEMBL5187129,O=C(Cn1sc2ccc(C(F)(F)F)cc2c1=O)Nc1ccccc1,6.41,moderate activity
CHEMBL5191848,O=C(Cn1sc2cc(C(F)(F)F)ccc2c1=O)Nc1ccccc1,6.28,moderate activity
CHEMBL5194709,O=C(Cn1sc2c(C(F)(F)F)cccc2c1=O)Nc1ccccc1,4.0,no activity
CHEMBL5177329,Nc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,5.75,low activity
CHEMBL5175153,Nc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.38,moderate activity
CHEMBL5191706,Nc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.35,moderate activity
CHEMBL5187806,Nc1cccc2c(=O)n(CC(=O)Nc3ccccc3)sc12,4.96,low activity
CHEMBL5179454,O=c1c2ccccc2sn1Cc1ccco1,6.31,moderate activity
CHEMBL33778,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,5.17,low activity
CHEMBL1241028,O=C1CC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,4.0,no activity
CHEMBL5172191,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1,4.41,low activity
CHEMBL5187969,COc1cc(C)c2c(=O)cc(C[C@@H](C)O)oc2c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)cc1,4.0,no activity
CHEMBL5171569,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNCc2ccc3ccccc3c2)[C@@H](O)[C@H]1O,5.02,low activity
CHEMBL5172081,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,5.57,low activity
CHEMBL5190048,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,7.21,moderate activity
CHEMBL5172911,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3cccnc3c2)[C@@H](O)[C@H]1O,7.16,moderate activity
CHEMBL5193934,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3nc(Cl)ccc3c2)[C@@H](O)[C@H]1O,6.36,moderate activity
CHEMBL5178276,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,7.32,moderate activity
CHEMBL5198248,Nc1ncnn2c([C@@H]3O[C@H](CNS(=O)(=O)c4ccc5ccccc5c4)[C@@H](O)[C@H]3O)ccc12,7.03,moderate activity
CHEMBL1214186,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,6.58,moderate activity
CHEMBL5171211,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CCl)cc12,7.00,moderate activity
CHEMBL5181744,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c3c(Cl)cccc3Cl)cc12,4.0,no activity
CHEMBL5184431,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,7.00,moderate activity
CHEMBL5178854,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)cc12,4.0,no activity
CHEMBL5175257,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)C(=O)NC3CCCCC3)cc12,4.0,no activity
CHEMBL5184551,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,7.00,moderate activity
CHEMBL5188495,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)N(C(=O)c3cc4c(OC(F)F)cccc4[nH]3)C[C@@H]21,7.00,moderate activity
CHEMBL5192978,N#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1CCCN1C(=O)c1cc2c(OC(F)F)cccc2[nH]1,4.0,no activity
CHEMBL5178656,CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,4.0,no activity
CHEMBL5188869,CCC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,4.0,no activity
CHEMBL5170545,CC(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,4.0,no activity
CHEMBL5202626,CC(C)(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,4.0,no activity
CHEMBL5200445,CC(C)(C)[C@H](NC(=O)C1CCCCC1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,4.0,no activity
CHEMBL5173561,CC(C)(C)[C@H](NC(=O)Cc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,4.0,no activity
CHEMBL5170500,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CCCCC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,5.62,low activity
CHEMBL5185150,O=C(NCc1cccs1)[C@@H]1CN(S(=O)(=O)/C=C/c2ccccc2)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5202852,C=CS(=O)(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,4.0,no activity
CHEMBL5179112,O=C(NCc1cccs1)[C@@H]1CN(S(=O)(=O)F)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5190212,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(F)(F)S(=O)(=O)F)CCN1c1ccc(Cl)c(Cl)c1,5.80,low activity
CHEMBL5170836,CC(=O)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,4.0,no activity
CHEMBL5199316,O=C(C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1)c1ccccc1,4.0,no activity
CHEMBL5207611,O=C(C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1)c1cccs1,4.0,no activity
CHEMBL5171063,O=C(C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1)c1ccco1,4.0,no activity
CHEMBL5206532,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CCl)CCN1c1ccc(Cl)c(Cl)c1,6.75,moderate activity
CHEMBL5184041,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(Cl)Cl)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5200863,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(F)(F)Cl)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5202817,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(Cl)Br)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5180502,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CBr)CCN1c1ccc(Cl)c(Cl)c1,6.51,moderate activity
CHEMBL5205134,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(Br)Br)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5204299,N#CCC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,4.0,no activity
CHEMBL5199824,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CO)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5183558,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2nccs2)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5188702,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2nc3ccccc3s2)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5172907,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(B(O)O)cc([N+](=O)[O-])c2)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5170273,O=C(NCc1cccs1)[C@@H]1CN(C(=O)/C=C/C(F)(F)F)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5201037,C=CC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,4.0,no activity
CHEMBL5182093,C=C(F)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,4.0,no activity
CHEMBL5184344,CC#CC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,4.0,no activity
CHEMBL5193842,C#CC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,5.55,low activity
CHEMBL5194567,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc([N+](=O)[O-])ccc2F)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5171903,CS(=O)(=O)c1ccc(F)c(C(=O)N2CCN(c3ccc(Cl)c(Cl)c3)[C@H](C(=O)NCc3cccs3)C2)c1,4.0,no activity
CHEMBL5189641,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5170889,N#Cc1ccc(F)c(C(=O)N2CCN(c3ccc(Cl)c(Cl)c3)[C@H](C(=O)NCc3cccs3)C2)c1,4.0,no activity
CHEMBL5206264,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2ccc([N+](=O)[O-])o2)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5172712,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(O)CCl)CCN1c1ccc(Cl)c(Cl)c1,4.0,no activity
CHEMBL5173274,[2H][C@](C(=O)N[C@@H](C)c1ccc(F)cc1)(c1cccnc1)N(C(=O)C(C)=O)c1ccc2c(c1)oc1ccccc12,8.10,high activity
CHEMBL2311694,CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,4.96,low activity
CHEMBL5206685,Cl.O=C1C=C(Nc2ccccc2N2CCNCC2)C2=NS(=O)(=O)c3cccc1c32,6.92,moderate activity
CHEMBL5188743,CC1=NC2C(=O)C(Nc3ccc(C)cc3)=CC(=O)C2S1,6.41,moderate activity
CHEMBL5197203,COC(=O)/C=C/C(=O)NNC(=O)/C=C/c1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.03,moderate activity
CHEMBL5206501,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.70,moderate activity
CHEMBL5207542,C[C@H](NC(=O)C(c1cnccn1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.55,moderate activity
CHEMBL5178131,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCCC2)cc1)c1ccccc1,6.29,moderate activity
CHEMBL5169554,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2cccs2)cc1)c1ccccc1,6.25,moderate activity
CHEMBL5186431,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.18,moderate activity
CHEMBL5201613,C[C@H](NC(=O)C(c1cnccn1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.17,moderate activity
CHEMBL5172431,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccno1)c1ccc(C2CCCCC2)cc1)c1ccccc1,6.09,moderate activity
CHEMBL5189062,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-n2cccc2)cc1)c1ccccc1,6.03,moderate activity
CHEMBL5208393,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.02,moderate activity
CHEMBL5179577,O=C(NCCCc1ccccc1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.98,low activity
CHEMBL5204664,O=C(NCC(c1ccccc1)c1ccccc1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.83,low activity
CHEMBL5175491,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccn2)cc1)c1ccccc1,5.74,low activity
CHEMBL5198265,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc([Si](C)(C)C)cc1)c1ccccc1,5.71,low activity
CHEMBL5195867,CC(C)(C)CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.67,low activity
CHEMBL5180821,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,5.62,low activity
CHEMBL5196047,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccno1)c1ccc(-c2ccccc2)cc1)c1ccccc1,5.61,low activity
CHEMBL5193830,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccnc2)cc1,5.60,low activity
CHEMBL5182370,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccco2)cc1)c1ccccc1,5.59,low activity
CHEMBL5176045,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.57,low activity
CHEMBL5193986,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CC2)c2cccnc2)cc1,5.41,low activity
CHEMBL5170916,O=C(NC1CCCC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.39,low activity
